,Unnamed: 0,Survived,Age,Fare,Sex,Pclass,SibSp,Parch,Embarked
113,114,0,-0.9443585175619041,14.4583,female,3,0,0,C
114,115,0,-0.6467183934478408,7.925,male,3,0,0,S
115,116,0,3.0365781424636937,7.75,male,3,0,0,Q
116,117,0,-0.05143814521971396,21.0,male,2,1,0,S
117,118,0,-0.4234883003622932,247.5208,male,1,0,1,C
118,119,0,-2.0605089829896417,31.275,female,3,4,2,S
119,120,0,-0.6467183934478408,73.5,male,2,2,0,S
120,121,0,0.06348112587839855,8.05,male,3,0,0,S
121,122,0,0.2089969633800915,30.0708,male,2,1,0,C
122,123,1,0.2089969633800915,13.0,female,2,0,0,S
123,124,0,1.8088126304931822,77.2875,male,1,0,1,S
124,125,1,-1.3164086727044833,11.2417,male,3,1,0,C
125,126,0,0.3936453374693172,7.75,male,3,0,0,Q
126,127,1,-0.4234883003622932,7.1417,male,3,0,0,S
127,128,1,-0.2663219131582296,22.3583,female,3,1,1,C
128,129,0,1.1391223512365396,6.975,male,3,0,0,S
129,130,0,0.24620197889434942,7.8958,male,3,0,0,C
130,131,0,-0.7211284244763566,7.05,male,3,0,0,S
131,132,0,1.2879424132935713,14.5,female,3,1,0,S
132,133,1,-0.05143814521971396,26.0,female,2,1,0,S
133,134,0,-0.34907826933377734,13.0,male,2,0,0,S
134,135,0,-0.497898331390809,15.0458,male,2,0,0,C
135,136,1,-0.7955384555048725,26.2833,female,1,0,2,S
136,137,0,0.5438421030084127,53.1,male,1,1,0,S
137,138,0,-1.0187685485904199,9.2167,male,3,0,0,S
138,139,0,-0.4234883003622932,79.2,male,1,0,0,C
139,140,0,-0.305176351026953,15.2458,female,3,0,2,C
140,141,1,-0.5723083624193249,7.75,female,3,0,0,S
141,142,1,-0.4234883003622932,15.85,female,3,1,0,S
142,143,0,-0.7955384555048725,6.75,male,3,0,0,Q
143,144,0,-0.8699484865333883,11.5,male,2,0,0,S
144,145,0,-0.7955384555048725,36.75,male,2,1,1,S
145,146,1,-0.20025820727674565,7.7958,male,3,0,0,S
146,147,0,-1.5396387657900308,34.375,female,3,2,2,S
147,148,0,0.5066370874941548,26.0,male,2,0,2,S
148,149,0,0.915892258150992,13.0,male,2,0,0,S
149,150,0,1.5855825374076347,12.525,male,2,0,0,S
150,151,1,-0.5723083624193249,66.6,female,1,1,0,S
151,153,0,0.8042772116082182,14.5,male,3,0,2,S
152,154,0,-0.04075490926286199,7.3125,male,3,0,0,S
153,155,0,1.5855825374076347,61.3792,male,1,0,1,C
154,156,1,-1.0187685485904199,7.7333,female,3,0,0,Q
155,157,0,0.02297188580880188,8.05,male,3,0,0,S
156,158,0,-0.3165478741834968,8.6625,male,3,0,0,S
157,159,0,-1.3526283727068609,69.55,male,3,8,2,S
158,160,0,1.0647123202080238,16.1,male,3,0,1,S
159,161,1,0.7670721960939603,15.75,female,2,0,0,S
160,162,0,-0.2746682383052615,7.775,male,3,0,0,S
161,163,0,-0.9443585175619041,8.6625,male,3,0,0,S
162,164,0,-2.1349190140181578,39.6875,male,3,4,1,S
163,165,1,-1.5396387657900308,20.525,male,3,0,2,S
164,166,1,-0.33469233000159776,55.0,female,1,0,1,S
165,167,0,1.1391223512365396,27.9,female,3,1,4,S
166,168,0,1.457026807134037,25.925,male,1,0,0,S
167,169,0,-0.1258481762482298,56.4958,male,3,0,0,S
168,170,0,2.329682847692793,33.5,male,1,0,0,S
169,171,0,-1.91168892093261,29.125,male,3,4,1,Q
170,172,1,-2.1349190140181578,11.1333,female,3,1,1,S
171,173,0,-0.6467183934478408,7.925,male,3,0,0,S
172,174,0,1.9576326925502139,30.6958,male,1,0,0,C
173,175,0,-0.8699484865333883,7.8542,male,3,1,1,S
174,176,0,-1.5720644132002108,25.4667,male,3,3,1,S
175,177,0,1.5111725063791188,28.7125,female,1,0,0,C
176,178,0,0.02297188580880188,13.0,male,2,0,0,S
177,179,0,0.46943207197989695,0.0,male,3,0,0,S
178,180,0,-1.3526283727068609,69.55,female,3,8,2,S
179,181,0,0.24471377827377885,15.05,male,2,0,0,C
180,182,0,-1.5396387657900308,31.3875,male,3,4,2,S
181,184,1,-1.91168892093261,22.025,female,3,0,2,S
182,185,0,1.1942477825568312,50.0,male,1,0,0,S
183,186,1,0.3022575356024978,15.5,female,3,1,0,Q
184,187,1,1.1391223512365396,26.55,male,1,0,0,S
185,188,0,0.7670721960939603,15.5,male,3,1,1,Q
186,189,0,0.46943207197989695,7.8958,male,3,0,0,S
187,190,1,0.17179194786583357,13.0,female,2,0,0,S
188,191,0,-0.7955384555048725,13.0,male,2,0,0,S
189,192,1,-0.7955384555048725,7.8542,female,3,1,0,S
190,193,1,-1.9860989519611258,26.0,male,2,1,1,S
191,194,1,1.0647123202080238,27.7208,female,1,0,0,C
192,195,1,2.1064527546072456,146.5208,female,1,0,0,C
193,196,0,0.3936453374693172,7.75,male,3,0,0,Q
194,197,0,0.915892258150992,8.4042,male,3,0,1,S
195,198,1,0.3936453374693172,7.75,female,3,0,0,Q
196,199,0,-0.4234883003622932,13.0,female,2,0,0,S
197,200,0,-0.1258481762482298,9.5,male,3,0,0,S
198,201,0,-1.3526283727068609,69.55,male,3,8,2,S
199,202,0,0.32061200992286526,6.4958,male,3,0,0,S
200,203,0,1.1763273667507974,7.225,male,3,0,0,C
201,204,1,-0.8699484865333883,8.05,male,3,0,0,S
202,205,0,-2.0605089829896417,10.4625,female,3,0,1,S
203,206,0,0.17179194786583357,15.85,male,3,1,0,S
204,207,1,-0.2746682383052615,18.7875,male,3,0,0,C
205,208,1,-1.0187685485904199,7.75,female,3,0,0,Q
206,209,1,0.7670721960939603,31.0,male,1,0,0,C
207,210,0,-0.4234883003622932,7.05,male,3,0,0,S
208,211,1,0.3950220409513811,21.0,female,2,0,0,S
209,212,0,-0.5723083624193249,7.25,male,3,0,0,S
210,213,0,0.02297188580880188,13.0,male,2,0,0,S
211,214,0,0.08103569803332093,7.75,male,3,1,0,Q
212,215,1,0.09738191683731773,113.275,female,1,1,0,C
213,216,1,-0.20025820727674565,7.925,female,3,0,0,S
214,217,0,0.915892258150992,27.0,male,2,1,0,S
215,218,1,0.17179194786583357,76.2917,female,1,0,0,C
216,219,0,0.02297188580880188,10.5,male,2,0,0,S
217,220,1,-1.0187685485904199,8.05,male,3,0,0,S
218,221,0,-0.20025820727674565,13.0,male,2,0,0,S
219,223,0,-0.14917221538851916,7.8958,male,3,0,0,S
220,224,1,0.6182521340369286,90.0,male,1,1,0,S
221,225,0,-0.5723083624193249,9.35,male,3,0,0,S
222,226,1,-0.7955384555048725,10.5,male,2,0,0,S
223,227,0,-0.6839234089620987,7.25,male,3,0,0,S
224,228,0,-0.8699484865333883,13.0,male,2,0,0,S
225,229,0,-1.5720644132002108,25.4667,female,3,3,1,S
226,230,1,0.3950220409513811,83.475,female,1,1,0,S
227,231,0,-0.05143814521971396,7.775,male,3,0,0,S
228,232,0,2.180862785635761,13.5,male,2,0,0,S
229,233,1,-1.8372788899040942,31.3875,female,3,4,2,S
230,234,0,-0.4234883003622932,10.5,male,2,0,0,S
231,235,0,0.10526229345671906,7.55,female,3,0,0,S
232,236,0,1.0647123202080238,26.0,male,2,1,0,S
233,237,1,-1.6140487968185466,26.25,female,2,0,2,S
234,238,0,-0.7955384555048725,10.5,male,2,0,0,S
235,239,0,0.24620197889434942,12.275,male,2,0,0,S
236,240,0,-0.5771381321897189,14.4542,female,3,1,0,C
237,241,1,0.3022575356024978,15.5,female,3,1,0,Q
238,242,0,-0.05143814521971396,10.5,male,2,0,0,S
239,243,0,-0.5723083624193249,7.125,male,3,0,0,S
240,244,0,0.02297188580880188,7.225,male,3,0,0,C
241,245,0,1.0647123202080238,90.0,male,1,2,0,Q
242,246,0,-0.34907826933377734,7.775,female,3,0,0,S
243,247,1,-0.4234883003622932,14.5,female,2,0,2,S
244,248,1,0.5438421030084127,52.5542,male,1,1,1,S
245,249,0,1.8088126304931822,26.0,male,2,1,0,S
246,250,0,-0.04075490926286199,7.25,male,3,0,0,S
247,251,0,-0.05143814521971396,10.4625,female,3,1,1,S
248,252,0,2.404092878721309,26.55,male,1,0,0,S
249,253,0,0.02297188580880188,16.1,male,3,1,0,S
250,254,0,0.8414822271224761,20.2125,female,3,0,2,S
251,255,1,-0.05143814521971396,15.2458,female,3,0,2,C
252,256,1,0.36267493746284146,79.2,female,1,0,0,C
253,257,1,0.02297188580880188,86.5,female,1,0,0,S
254,259,1,1.5111725063791188,26.0,female,2,0,1,S
255,260,0,0.3936453374693172,7.75,male,3,0,0,Q
256,261,1,-1.9860989519611258,31.3875,male,3,4,2,S
257,262,0,1.6599925684361505,79.65,male,1,1,1,S
258,263,0,0.7670721960939603,0.0,male,1,0,0,S
259,264,0,0.3936453374693172,7.75,female,3,0,0,Q
260,265,0,0.46943207197989695,10.5,male,2,0,0,S
261,266,0,-1.0187685485904199,39.6875,male,3,4,1,S
262,267,1,-0.34907826933377734,7.775,male,3,1,0,S
263,268,1,2.1064527546072456,153.4625,female,1,0,1,S
264,269,1,0.3950220409513811,135.6333,female,1,0,0,S
265,270,0,0.688631621718067,31.0,male,1,0,0,S
266,271,1,-0.34907826933377734,0.0,male,3,0,0,S
267,272,1,0.8414822271224761,19.5,female,2,0,1,S
268,273,0,0.5438421030084127,29.7,male,1,0,1,C
269,274,1,0.3936453374693172,7.75,female,3,0,0,Q
270,275,1,2.4785029097498246,77.9583,female,1,1,0,S
271,276,0,1.1391223512365396,7.75,female,3,0,0,S
272,277,0,0.4194341928148725,0.0,male,2,0,0,S
273,278,0,-1.6884588278470625,29.125,male,3,4,1,Q
274,279,1,0.3950220409513811,20.25,female,3,1,1,S
275,280,0,2.6273229718068563,7.75,male,3,0,0,Q
276,281,0,-0.1258481762482298,7.8542,male,3,0,0,S
277,282,0,-1.0187685485904199,9.5,male,3,0,0,S
278,283,1,-0.7955384555048725,8.05,male,3,0,0,S
279,284,0,2.1264566512820786,26.0,male,1,0,0,S
280,285,0,0.24620197889434942,8.6625,male,3,0,0,C
281,286,1,0.02297188580880188,9.5,male,3,0,0,S
282,287,0,-0.5723083624193249,7.8958,male,3,0,0,S
283,288,1,0.915892258150992,13.0,male,2,0,0,S
284,289,1,-0.5723083624193249,7.75,female,3,0,0,Q
285,290,1,-0.2746682383052615,78.85,female,1,0,0,S
286,291,1,-0.7955384555048725,91.0792,female,1,1,0,C
287,292,0,0.46943207197989695,12.875,male,2,0,0,C
288,293,0,-0.4234883003622932,8.85,female,3,0,0,S
289,294,0,-0.4234883003622932,7.8958,male,3,0,0,S
290,295,0,0.826771589473081,27.7208,male,1,0,0,C
291,296,0,-0.4606933158765511,7.2292,male,3,0,0,C
292,297,0,-2.0605089829896417,151.55,female,1,1,2,S
293,298,1,0.9088763746951094,30.5,male,1,0,0,S
294,299,1,1.5111725063791188,247.5208,female,1,0,1,C
295,300,1,0.3936453374693172,7.75,female,3,0,0,Q
296,301,1,-0.4568487976067448,23.25,male,3,2,0,Q
297,302,0,-0.7955384555048725,0.0,male,3,0,0,S
298,303,1,0.9301630391018175,12.35,female,2,0,0,Q
299,304,0,0.06348112587839855,8.05,male,3,0,0,S
300,305,1,-2.1408718165004386,151.55,male,1,1,2,S
301,306,1,-0.1202656522536854,110.8833,female,1,0,0,C
302,307,1,-0.9443585175619041,108.9,female,1,1,0,C
303,308,0,0.02297188580880188,24.0,male,2,1,0,C
304,309,1,0.02297188580880188,56.9292,female,1,0,0,C
305,310,1,-0.4234883003622932,83.1583,female,1,0,0,C
306,311,1,-0.8699484865333883,262.375,female,1,2,2,C
307,312,0,-0.2746682383052615,26.0,female,2,1,1,S
308,313,0,-0.1258481762482298,7.8958,male,3,0,0,S
309,314,0,0.9903022891795078,26.25,male,2,1,1,S
310,315,1,-0.2746682383052615,7.8542,female,3,0,0,S
311,316,1,-0.4234883003622932,26.0,female,2,1,0,S
312,317,0,1.8088126304931822,14.0,male,2,0,0,S
313,318,1,0.09738191683731773,164.8667,female,1,0,2,S
314,319,1,0.7670721960939603,134.5,female,1,1,1,C
315,320,0,-0.5723083624193249,7.25,male,3,0,0,S
316,321,0,-0.20025820727674565,7.8958,male,3,0,0,S
317,322,1,0.02297188580880188,12.35,female,2,0,0,Q
318,323,1,-0.5723083624193249,29.0,female,2,1,1,S
319,324,0,-1.3526283727068609,69.55,male,3,8,2,S
320,325,1,0.46943207197989695,135.6333,female,1,0,0,C
321,326,0,2.329682847692793,6.2375,male,3,0,0,S
322,327,1,0.46943207197989695,13.0,female,2,0,0,S
323,328,1,0.09738191683731773,20.525,female,3,1,1,S
324,329,1,-1.0187685485904199,57.9792,female,1,0,1,C
325,330,1,-0.4568487976067448,23.25,female,3,2,0,Q
326,331,0,1.1763273667507974,28.5,male,1,0,0,S
327,332,0,0.6182521340369286,153.4625,male,1,0,1,S
328,333,0,-1.0187685485904199,18.0,male,3,2,0,S
329,334,1,0.07419079050009743,133.65,female,1,1,0,S
330,335,0,-0.14917221538851916,7.8958,male,3,0,0,S
331,336,0,-0.05143814521971396,66.6,male,1,1,0,S
332,337,1,0.8414822271224761,134.5,female,1,0,0,C
333,338,1,1.1391223512365396,8.05,male,3,0,0,S
334,339,0,1.1391223512365396,35.5,male,1,0,0,S
335,340,1,-2.0605089829896417,26.0,male,2,1,1,S
336,341,1,-0.4234883003622932,263.0,female,1,3,2,S
337,342,0,-0.1258481762482298,13.0,male,2,0,0,S
338,343,0,-0.34907826933377734,13.0,male,2,0,0,S
339,344,0,0.46943207197989695,13.0,male,2,0,0,S
340,345,1,-0.4234883003622932,13.0,female,2,0,0,S
341,346,1,0.7670721960939603,13.0,female,2,0,0,S
342,347,1,-0.19046265819206368,16.1,female,3,1,0,S
343,348,1,-1.9860989519611258,15.9,male,3,1,1,S
344,349,0,0.915892258150992,8.6625,male,3,0,0,S
345,350,0,-0.497898331390809,9.225,male,3,0,0,S
346,351,0,2.151236963281978,35.0,male,1,0,0,S
347,352,0,-1.0931785796189357,7.2292,male,3,1,1,C
348,353,0,-0.34907826933377734,17.8,male,3,1,0,S
349,354,0,-0.027429555435555135,7.225,male,3,0,0,C
350,355,0,-0.1258481762482298,9.5,male,3,0,0,S
351,356,1,-0.5723083624193249,55.0,female,1,0,1,S
352,357,0,0.6182521340369286,13.0,female,2,0,0,S
353,358,1,-0.5351861236142255,7.8792,female,3,0,0,Q
354,359,1,-0.5351861236142255,7.8792,female,3,0,0,Q
355,360,0,0.7670721960939603,27.9,male,3,1,4,S
356,361,0,-0.05143814521971396,27.7208,male,2,1,0,C
357,362,0,1.1391223512365396,14.4542,female,3,0,1,C
358,363,0,0.3950220409513811,7.05,male,3,0,0,S
359,364,0,0.3022575356024978,15.5,male,3,1,0,Q
360,365,0,0.02297188580880188,7.25,male,3,0,0,S
361,366,1,2.2552728166642773,75.25,female,1,1,0,C
362,367,1,-0.5071588503407715,7.2292,female,3,0,0,C
363,368,1,0.3936453374693172,7.75,female,3,0,0,Q
364,369,1,-0.4234883003622932,69.3,female,1,0,0,C
365,370,1,-0.34907826933377734,55.4417,male,1,1,0,C
366,371,0,-0.8699484865333883,6.4958,male,3,1,0,S
367,372,0,-0.7955384555048725,8.05,male,3,0,0,S
368,373,0,-0.5723083624193249,135.6333,male,1,0,0,C
369,374,0,-1.9860989519611258,21.075,female,3,3,1,S
370,375,1,0.2552551993361519,82.1708,female,1,1,0,C
371,376,1,-0.5723083624193249,7.25,female,3,0,0,S
372,377,0,-0.20025820727674565,211.5,male,1,0,2,C
373,378,0,-0.7211284244763566,4.0125,male,3,0,0,C
374,379,0,-0.7955384555048725,7.775,male,3,0,0,S
375,380,1,0.915892258150992,227.525,female,1,0,0,C
376,381,1,-2.1349190140181578,15.7417,female,3,0,2,C
377,382,0,0.17179194786583357,7.925,male,3,0,0,S
378,383,1,0.3950220409513811,52.0,female,1,1,0,S
379,384,0,-0.14917221538851916,7.8958,male,3,0,0,S
380,385,0,-0.8699484865333883,73.5,male,2,0,0,S
381,386,0,-2.1349190140181578,46.9,male,3,5,2,S
382,387,1,0.46943207197989695,13.0,female,2,0,0,S
383,388,0,-0.7123760922155782,7.7292,male,3,0,0,Q
384,389,1,-0.9443585175619041,12.0,female,2,0,0,C
385,390,1,0.46943207197989695,120.0,male,1,1,2,S
386,391,1,-0.6467183934478408,7.7958,male,3,0,0,S
387,392,0,-0.1258481762482298,7.925,male,3,2,0,S
388,393,1,-0.497898331390809,113.275,female,1,1,0,C
389,394,1,-0.4234883003622932,16.7,female,3,0,2,S
390,395,0,-0.5723083624193249,7.7958,male,3,0,0,S
391,396,0,0.09738191683731773,7.8542,female,3,0,0,S
392,397,0,1.2135323822650554,26.0,male,2,0,0,S
393,398,0,-0.497898331390809,10.5,male,2,0,0,S
394,399,1,-0.1258481762482298,12.65,female,2,0,0,S
395,400,1,0.6926621650654444,7.925,male,3,0,0,S
396,401,0,-0.2746682383052615,8.05,male,3,0,0,S
397,402,0,-0.6467183934478408,9.825,female,3,1,0,S
398,403,0,-0.1258481762482298,15.85,male,3,1,0,S
399,404,0,-0.7211284244763566,8.6625,female,3,0,0,S
400,405,0,0.32061200992286526,21.0,male,2,1,0,S
401,407,1,-1.9860989519611258,18.75,male,2,1,1,S
402,408,0,-0.6467183934478408,7.775,male,3,0,0,S
403,409,0,-1.5720644132002108,25.4667,female,3,3,1,S
404,410,0,-0.14917221538851916,7.8958,male,3,0,0,S
405,411,0,-0.7715040154826618,6.8583,male,3,0,0,Q
406,412,1,0.24620197889434942,90.0,female,1,1,0,Q
407,413,0,0.4194341928148725,0.0,male,2,0,0,S
408,414,1,1.0647123202080238,7.925,male,3,0,0,S
409,415,0,0.06348112587839855,8.05,female,3,0,0,S
410,416,1,0.32061200992286526,32.5,female,2,1,1,S
411,417,1,-0.8699484865333883,13.0,female,2,0,2,S
412,418,0,0.02297188580880188,13.0,male,2,0,0,S
413,419,0,-1.465228734761515,24.15,female,3,0,2,S
414,420,0,-0.14917221538851916,7.8958,male,3,0,0,C
415,421,0,-0.6467183934478408,7.7333,male,3,0,0,Q
416,422,0,-0.05143814521971396,7.875,male,3,0,0,S
417,423,0,-0.1258481762482298,14.4,female,3,1,1,S
418,424,0,-0.8699484865333883,20.2125,male,3,1,1,S
419,425,0,-0.04075490926286199,7.25,male,3,0,0,S
420,426,1,-0.1258481762482298,26.0,female,2,1,0,S
421,427,1,-0.7955384555048725,26.0,female,2,0,0,S
422,428,0,0.3936453374693172,7.75,male,3,0,0,Q
423,429,1,0.17179194786583357,8.05,male,3,0,0,S
424,430,1,-0.1258481762482298,26.55,male,1,0,0,S
425,431,1,-0.19046265819206368,16.1,female,3,1,0,S
426,432,1,0.915892258150992,26.0,female,2,1,0,S
427,433,0,-0.9443585175619041,7.125,male,3,0,0,S
428,434,0,1.5111725063791188,55.9,male,1,1,0,S
429,435,1,-1.1675886106474516,120.0,female,1,1,2,S
430,436,0,-0.6467183934478408,34.375,female,3,2,2,S
431,437,1,-0.4234883003622932,18.75,female,2,2,3,S
432,438,0,2.5529129407783406,263.0,male,1,1,4,S
433,439,0,0.09738191683731773,10.5,male,2,0,0,S
434,440,1,1.1391223512365396,26.25,female,2,1,1,S
435,441,0,-0.7211284244763566,9.5,male,3,0,0,S
436,442,0,-0.34907826933377734,7.775,male,3,1,0,S
437,443,1,-0.1258481762482298,13.0,female,2,0,0,S
438,444,1,-0.46134889053840133,8.1125,male,3,0,0,S
439,445,1,-1.91168892093261,81.8583,male,1,0,2,S
440,446,1,-1.2419986416759674,19.5,female,2,0,1,S
441,447,1,0.32061200992286526,26.55,male,1,0,0,S
442,448,1,-1.8372788899040942,19.2583,female,3,2,1,C
443,449,1,1.6599925684361505,30.5,male,1,0,0,S
444,450,0,0.46943207197989695,27.75,male,2,1,2,S
445,451,0,-0.4090403526709235,19.9667,male,3,1,0,S
446,452,0,0.02297188580880188,27.75,male,1,0,0,C
447,453,1,1.436762475350603,89.1042,male,1,1,0,C
448,454,0,0.06348112587839855,8.05,male,3,0,0,S
449,455,1,-0.05143814521971396,7.8958,male,3,0,0,C
450,456,0,2.6273229718068563,26.55,male,1,0,0,S
451,457,1,1.0913478632593216,51.8625,female,1,1,0,S
452,458,1,1.5111725063791188,10.5,female,2,0,0,S
453,459,0,0.3936453374693172,7.75,male,3,0,0,Q
454,460,1,1.3623524443220871,26.55,male,1,0,0,S
455,461,0,0.32061200992286526,8.05,male,3,0,0,S
456,462,0,1.2879424132935713,38.5,male,1,0,0,S
457,463,0,1.3623524443220871,13.0,male,2,0,0,S
458,464,0,0.06348112587839855,8.05,male,3,0,0,S
459,465,0,0.6182521340369286,7.05,male,3,0,0,S
460,466,0,0.4194341928148725,0.0,male,2,0,0,S
461,467,0,1.9576326925502139,26.55,male,1,0,0,S
462,468,0,-0.7123760922155782,7.725,male,3,0,0,Q
463,469,1,-2.1535215217752866,19.2583,female,3,2,1,C
464,470,0,-0.04075490926286199,7.25,male,3,0,0,S
